 # (omega,eta,kaon) + n(L) -> elastic amplitude
 # cm energy window: srtmin=1.400 GeV; srtmax=1.900 GeV; momentum cutoff=500.000 GeV/c)
 # min energy for S wave pi N scatt.  1.2
 # Delta pi with Delta width is included
 # with delta formfactor
 # Lambda-K^o included in the fit
 # Sigma+ K^+ included in the fit
 # in d33 1 delta chan.
 # uniform scaling energy dependence
 # Constraint in the S31 rhoN -1
 # Constraint in the K crosssec
 # No Suppress of couplings > 100
 # omega m-dep. width included
 # min. exp. errorbar for amplitude set to  0.1
 # min.phasesh.abs.errorbar set to  1.
 # errorbars in s31phase multiplied with  0.5
 # max energy for omega prod.  1.798
 # min energy for omega prod.  1.73
 # max energy for rho prod.  1.8
 # max energy for Lambda K prod.  1.68
 # max energy for Sigma K prod.  1.9

# x: srt [GeV]
# y: amplitude [?]

#  7th best fit with chisq=    946.03
# elastic:                omega+n                       eta+n              K^0+Lambda   
#  srt     Re(T11)   Im(T11)   Re(T13)   Im(T13)   Re(T11)   Im(T11)   Re(T11)   Im(T11)
  1.702 -0.108E+03  0.565E+02 -0.599E+02  0.269E+02 -0.204E+02  0.300E+02 -0.173E+02  0.392E+02
  1.703 -0.106E+03  0.549E+02 -0.594E+02  0.265E+02 -0.204E+02  0.299E+02 -0.172E+02  0.390E+02
  1.704 -0.105E+03  0.533E+02 -0.589E+02  0.262E+02 -0.204E+02  0.299E+02 -0.171E+02  0.389E+02
  1.705 -0.103E+03  0.518E+02 -0.584E+02  0.258E+02 -0.204E+02  0.298E+02 -0.171E+02  0.387E+02
  1.706 -0.102E+03  0.503E+02 -0.579E+02  0.255E+02 -0.204E+02  0.298E+02 -0.170E+02  0.386E+02
  1.707 -0.100E+03  0.489E+02 -0.573E+02  0.251E+02 -0.204E+02  0.297E+02 -0.169E+02  0.385E+02
  1.708 -0.988E+02  0.474E+02 -0.568E+02  0.248E+02 -0.205E+02  0.297E+02 -0.169E+02  0.383E+02
  1.709 -0.972E+02  0.460E+02 -0.562E+02  0.244E+02 -0.205E+02  0.296E+02 -0.168E+02  0.382E+02
  1.710 -0.956E+02  0.447E+02 -0.557E+02  0.241E+02 -0.205E+02  0.296E+02 -0.168E+02  0.381E+02
  1.711 -0.940E+02  0.433E+02 -0.551E+02  0.237E+02 -0.205E+02  0.295E+02 -0.167E+02  0.379E+02
  1.712 -0.923E+02  0.421E+02 -0.545E+02  0.233E+02 -0.205E+02  0.295E+02 -0.167E+02  0.378E+02
  1.713 -0.906E+02  0.408E+02 -0.538E+02  0.230E+02 -0.205E+02  0.294E+02 -0.166E+02  0.377E+02
  1.714 -0.888E+02  0.396E+02 -0.532E+02  0.226E+02 -0.205E+02  0.293E+02 -0.166E+02  0.376E+02
  1.715 -0.870E+02  0.384E+02 -0.525E+02  0.223E+02 -0.205E+02  0.293E+02 -0.165E+02  0.374E+02
  1.716 -0.851E+02  0.373E+02 -0.517E+02  0.220E+02 -0.205E+02  0.292E+02 -0.165E+02  0.373E+02
  1.717 -0.831E+02  0.364E+02 -0.510E+02  0.217E+02 -0.205E+02  0.291E+02 -0.164E+02  0.372E+02
  1.718 -0.810E+02  0.355E+02 -0.502E+02  0.214E+02 -0.205E+02  0.291E+02 -0.164E+02  0.371E+02
  1.719 -0.789E+02  0.348E+02 -0.493E+02  0.212E+02 -0.205E+02  0.290E+02 -0.164E+02  0.370E+02
  1.720 -0.767E+02  0.342E+02 -0.485E+02  0.211E+02 -0.205E+02  0.289E+02 -0.163E+02  0.369E+02
  1.721 -0.746E+02  0.340E+02 -0.476E+02  0.210E+02 -0.205E+02  0.288E+02 -0.163E+02  0.368E+02
  1.722 -0.725E+02  0.339E+02 -0.467E+02  0.211E+02 -0.204E+02  0.288E+02 -0.163E+02  0.367E+02
  1.723 -0.706E+02  0.340E+02 -0.459E+02  0.212E+02 -0.204E+02  0.287E+02 -0.162E+02  0.365E+02
  1.724 -0.688E+02  0.342E+02 -0.452E+02  0.213E+02 -0.203E+02  0.286E+02 -0.162E+02  0.364E+02
  1.725 -0.673E+02  0.344E+02 -0.445E+02  0.215E+02 -0.203E+02  0.286E+02 -0.162E+02  0.363E+02
  1.726 -0.658E+02  0.347E+02 -0.438E+02  0.217E+02 -0.203E+02  0.285E+02 -0.162E+02  0.362E+02
  1.727 -0.645E+02  0.350E+02 -0.432E+02  0.219E+02 -0.202E+02  0.285E+02 -0.161E+02  0.361E+02
  1.728 -0.633E+02  0.353E+02 -0.427E+02  0.221E+02 -0.202E+02  0.285E+02 -0.161E+02  0.360E+02
  1.729 -0.621E+02  0.356E+02 -0.422E+02  0.223E+02 -0.201E+02  0.284E+02 -0.161E+02  0.359E+02
  1.730 -0.611E+02  0.358E+02 -0.417E+02  0.224E+02 -0.201E+02  0.284E+02 -0.161E+02  0.358E+02
  1.731 -0.601E+02  0.361E+02 -0.412E+02  0.226E+02 -0.200E+02  0.284E+02 -0.160E+02  0.357E+02
  1.732 -0.592E+02  0.363E+02 -0.408E+02  0.228E+02 -0.200E+02  0.283E+02 -0.160E+02  0.356E+02
  1.733 -0.583E+02  0.365E+02 -0.404E+02  0.229E+02 -0.200E+02  0.283E+02 -0.160E+02  0.355E+02
  1.734 -0.574E+02  0.367E+02 -0.400E+02  0.231E+02 -0.199E+02  0.283E+02 -0.160E+02  0.354E+02
  1.735 -0.566E+02  0.369E+02 -0.396E+02  0.232E+02 -0.199E+02  0.282E+02 -0.160E+02  0.353E+02
  1.736 -0.559E+02  0.370E+02 -0.392E+02  0.234E+02 -0.198E+02  0.282E+02 -0.159E+02  0.352E+02
  1.737 -0.551E+02  0.372E+02 -0.389E+02  0.235E+02 -0.198E+02  0.282E+02 -0.159E+02  0.351E+02
  1.738 -0.544E+02  0.373E+02 -0.385E+02  0.236E+02 -0.198E+02  0.282E+02 -0.159E+02  0.350E+02
  1.739 -0.538E+02  0.374E+02 -0.382E+02  0.238E+02 -0.197E+02  0.282E+02 -0.159E+02  0.349E+02
  1.740 -0.531E+02  0.375E+02 -0.379E+02  0.239E+02 -0.197E+02  0.281E+02 -0.159E+02  0.348E+02
  1.741 -0.525E+02  0.376E+02 -0.376E+02  0.240E+02 -0.197E+02  0.281E+02 -0.159E+02  0.347E+02
  1.742 -0.519E+02  0.377E+02 -0.373E+02  0.241E+02 -0.196E+02  0.281E+02 -0.158E+02  0.346E+02
  1.743 -0.513E+02  0.378E+02 -0.370E+02  0.242E+02 -0.196E+02  0.281E+02 -0.158E+02  0.345E+02
  1.744 -0.507E+02  0.379E+02 -0.367E+02  0.243E+02 -0.196E+02  0.281E+02 -0.158E+02  0.345E+02
  1.745 -0.502E+02  0.379E+02 -0.364E+02  0.244E+02 -0.195E+02  0.281E+02 -0.158E+02  0.344E+02
  1.746 -0.496E+02  0.380E+02 -0.361E+02  0.245E+02 -0.195E+02  0.280E+02 -0.158E+02  0.343E+02
  1.747 -0.491E+02  0.381E+02 -0.358E+02  0.246E+02 -0.195E+02  0.280E+02 -0.158E+02  0.342E+02
  1.748 -0.486E+02  0.381E+02 -0.356E+02  0.246E+02 -0.194E+02  0.280E+02 -0.158E+02  0.341E+02
  1.749 -0.481E+02  0.381E+02 -0.353E+02  0.247E+02 -0.194E+02  0.280E+02 -0.157E+02  0.340E+02
  1.750 -0.476E+02  0.382E+02 -0.350E+02  0.248E+02 -0.194E+02  0.280E+02 -0.157E+02  0.339E+02
  1.751 -0.471E+02  0.382E+02 -0.348E+02  0.249E+02 -0.193E+02  0.280E+02 -0.157E+02  0.339E+02
  1.752 -0.467E+02  0.382E+02 -0.345E+02  0.249E+02 -0.193E+02  0.280E+02 -0.157E+02  0.338E+02
  1.753 -0.462E+02  0.383E+02 -0.343E+02  0.250E+02 -0.193E+02  0.280E+02 -0.157E+02  0.337E+02
  1.754 -0.458E+02  0.383E+02 -0.340E+02  0.250E+02 -0.193E+02  0.280E+02 -0.157E+02  0.336E+02
  1.755 -0.454E+02  0.383E+02 -0.338E+02  0.251E+02 -0.192E+02  0.279E+02 -0.157E+02  0.335E+02
  1.756 -0.450E+02  0.383E+02 -0.336E+02  0.252E+02 -0.192E+02  0.279E+02 -0.157E+02  0.334E+02
  1.757 -0.445E+02  0.383E+02 -0.333E+02  0.252E+02 -0.192E+02  0.279E+02 -0.157E+02  0.334E+02
  1.758 -0.441E+02  0.383E+02 -0.331E+02  0.253E+02 -0.191E+02  0.279E+02 -0.156E+02  0.333E+02
  1.759 -0.438E+02  0.383E+02 -0.329E+02  0.253E+02 -0.191E+02  0.279E+02 -0.156E+02  0.332E+02
  1.760 -0.434E+02  0.383E+02 -0.327E+02  0.254E+02 -0.191E+02  0.279E+02 -0.156E+02  0.331E+02
  1.761 -0.430E+02  0.383E+02 -0.325E+02  0.254E+02 -0.191E+02  0.279E+02 -0.156E+02  0.331E+02
  1.762 -0.426E+02  0.383E+02 -0.322E+02  0.255E+02 -0.190E+02  0.279E+02 -0.156E+02  0.330E+02
  1.763 -0.423E+02  0.383E+02 -0.320E+02  0.255E+02 -0.190E+02  0.279E+02 -0.156E+02  0.329E+02
  1.764 -0.419E+02  0.383E+02 -0.318E+02  0.255E+02 -0.190E+02  0.279E+02 -0.156E+02  0.328E+02
  1.765 -0.416E+02  0.383E+02 -0.316E+02  0.256E+02 -0.189E+02  0.279E+02 -0.156E+02  0.328E+02
  1.766 -0.412E+02  0.382E+02 -0.314E+02  0.256E+02 -0.189E+02  0.279E+02 -0.156E+02  0.327E+02
  1.767 -0.409E+02  0.382E+02 -0.312E+02  0.256E+02 -0.189E+02  0.279E+02 -0.155E+02  0.326E+02
  1.768 -0.406E+02  0.382E+02 -0.310E+02  0.257E+02 -0.189E+02  0.279E+02 -0.155E+02  0.325E+02
  1.769 -0.403E+02  0.382E+02 -0.308E+02  0.257E+02 -0.188E+02  0.278E+02 -0.155E+02  0.325E+02
  1.770 -0.399E+02  0.382E+02 -0.306E+02  0.257E+02 -0.188E+02  0.278E+02 -0.155E+02  0.324E+02
  1.771 -0.396E+02  0.381E+02 -0.304E+02  0.258E+02 -0.188E+02  0.278E+02 -0.155E+02  0.323E+02
  1.772 -0.393E+02  0.381E+02 -0.303E+02  0.258E+02 -0.188E+02  0.278E+02 -0.155E+02  0.323E+02
  1.773 -0.390E+02  0.381E+02 -0.301E+02  0.258E+02 -0.187E+02  0.278E+02 -0.155E+02  0.322E+02
  1.774 -0.387E+02  0.381E+02 -0.299E+02  0.259E+02 -0.187E+02  0.278E+02 -0.155E+02  0.321E+02
  1.775 -0.384E+02  0.380E+02 -0.297E+02  0.259E+02 -0.187E+02  0.278E+02 -0.155E+02  0.321E+02
  1.776 -0.382E+02  0.380E+02 -0.295E+02  0.259E+02 -0.186E+02  0.278E+02 -0.155E+02  0.320E+02
  1.777 -0.379E+02  0.380E+02 -0.294E+02  0.259E+02 -0.186E+02  0.278E+02 -0.155E+02  0.319E+02
  1.778 -0.376E+02  0.379E+02 -0.292E+02  0.259E+02 -0.186E+02  0.278E+02 -0.154E+02  0.319E+02
  1.779 -0.373E+02  0.379E+02 -0.290E+02  0.260E+02 -0.186E+02  0.278E+02 -0.154E+02  0.318E+02
  1.780 -0.371E+02  0.378E+02 -0.288E+02  0.260E+02 -0.185E+02  0.278E+02 -0.154E+02  0.318E+02
  1.781 -0.368E+02  0.378E+02 -0.287E+02  0.260E+02 -0.185E+02  0.278E+02 -0.154E+02  0.317E+02
  1.782 -0.366E+02  0.378E+02 -0.285E+02  0.260E+02 -0.185E+02  0.278E+02 -0.154E+02  0.316E+02
  1.783 -0.363E+02  0.377E+02 -0.283E+02  0.260E+02 -0.185E+02  0.278E+02 -0.154E+02  0.316E+02
  1.784 -0.360E+02  0.377E+02 -0.282E+02  0.260E+02 -0.184E+02  0.278E+02 -0.154E+02  0.315E+02
  1.785 -0.358E+02  0.377E+02 -0.280E+02  0.261E+02 -0.184E+02  0.278E+02 -0.154E+02  0.315E+02
  1.786 -0.356E+02  0.376E+02 -0.278E+02  0.261E+02 -0.184E+02  0.278E+02 -0.154E+02  0.314E+02
  1.787 -0.353E+02  0.376E+02 -0.277E+02  0.261E+02 -0.184E+02  0.278E+02 -0.154E+02  0.313E+02
  1.788 -0.351E+02  0.375E+02 -0.275E+02  0.261E+02 -0.183E+02  0.278E+02 -0.154E+02  0.313E+02
  1.789 -0.349E+02  0.375E+02 -0.274E+02  0.261E+02 -0.183E+02  0.278E+02 -0.154E+02  0.312E+02
  1.790 -0.346E+02  0.374E+02 -0.272E+02  0.261E+02 -0.183E+02  0.278E+02 -0.153E+02  0.312E+02
  1.791 -0.344E+02  0.374E+02 -0.271E+02  0.261E+02 -0.183E+02  0.278E+02 -0.153E+02  0.311E+02
  1.792 -0.342E+02  0.374E+02 -0.269E+02  0.261E+02 -0.182E+02  0.278E+02 -0.153E+02  0.311E+02
  1.793 -0.340E+02  0.373E+02 -0.268E+02  0.261E+02 -0.182E+02  0.278E+02 -0.153E+02  0.310E+02
  1.794 -0.337E+02  0.373E+02 -0.266E+02  0.261E+02 -0.182E+02  0.278E+02 -0.153E+02  0.309E+02
  1.795 -0.335E+02  0.372E+02 -0.265E+02  0.261E+02 -0.182E+02  0.278E+02 -0.153E+02  0.309E+02
  1.796 -0.333E+02  0.372E+02 -0.263E+02  0.262E+02 -0.181E+02  0.278E+02 -0.153E+02  0.308E+02
  1.797 -0.331E+02  0.371E+02 -0.262E+02  0.262E+02 -0.181E+02  0.278E+02 -0.153E+02  0.308E+02
  1.798 -0.329E+02  0.371E+02 -0.260E+02  0.262E+02 -0.181E+02  0.278E+02 -0.153E+02  0.307E+02
  1.799 -0.327E+02  0.370E+02 -0.259E+02  0.262E+02 -0.181E+02  0.278E+02 -0.153E+02  0.307E+02
  1.800 -0.325E+02  0.370E+02 -0.258E+02  0.262E+02 -0.180E+02  0.278E+02 -0.153E+02  0.306E+02
  1.801 -0.323E+02  0.369E+02 -0.256E+02  0.262E+02 -0.180E+02  0.278E+02 -0.153E+02  0.306E+02
  1.802 -0.321E+02  0.369E+02 -0.255E+02  0.262E+02 -0.180E+02  0.278E+02 -0.152E+02  0.305E+02
  1.803 -0.319E+02  0.368E+02 -0.253E+02  0.262E+02 -0.180E+02  0.278E+02 -0.152E+02  0.305E+02
  1.804 -0.317E+02  0.368E+02 -0.252E+02  0.262E+02 -0.179E+02  0.278E+02 -0.152E+02  0.304E+02
  1.805 -0.315E+02  0.368E+02 -0.251E+02  0.262E+02 -0.179E+02  0.278E+02 -0.152E+02  0.304E+02
  1.806 -0.313E+02  0.367E+02 -0.249E+02  0.262E+02 -0.179E+02  0.278E+02 -0.152E+02  0.303E+02
  1.807 -0.312E+02  0.367E+02 -0.248E+02  0.262E+02 -0.179E+02  0.278E+02 -0.152E+02  0.303E+02
  1.808 -0.310E+02  0.366E+02 -0.247E+02  0.262E+02 -0.178E+02  0.278E+02 -0.152E+02  0.303E+02
  1.809 -0.308E+02  0.366E+02 -0.245E+02  0.262E+02 -0.178E+02  0.278E+02 -0.152E+02  0.302E+02
  1.810 -0.306E+02  0.365E+02 -0.244E+02  0.262E+02 -0.178E+02  0.278E+02 -0.152E+02  0.302E+02
  1.811 -0.304E+02  0.365E+02 -0.243E+02  0.262E+02 -0.178E+02  0.278E+02 -0.152E+02  0.301E+02
  1.812 -0.303E+02  0.364E+02 -0.242E+02  0.262E+02 -0.177E+02  0.278E+02 -0.152E+02  0.301E+02
  1.813 -0.301E+02  0.364E+02 -0.240E+02  0.262E+02 -0.177E+02  0.278E+02 -0.152E+02  0.300E+02
  1.814 -0.299E+02  0.363E+02 -0.239E+02  0.262E+02 -0.177E+02  0.278E+02 -0.151E+02  0.300E+02
  1.815 -0.297E+02  0.363E+02 -0.238E+02  0.262E+02 -0.177E+02  0.278E+02 -0.151E+02  0.299E+02
  1.816 -0.296E+02  0.362E+02 -0.237E+02  0.261E+02 -0.176E+02  0.278E+02 -0.151E+02  0.299E+02
  1.817 -0.294E+02  0.362E+02 -0.235E+02  0.261E+02 -0.176E+02  0.278E+02 -0.151E+02  0.299E+02
  1.818 -0.293E+02  0.361E+02 -0.234E+02  0.261E+02 -0.176E+02  0.278E+02 -0.151E+02  0.298E+02
  1.819 -0.291E+02  0.361E+02 -0.233E+02  0.261E+02 -0.176E+02  0.278E+02 -0.151E+02  0.298E+02
  1.820 -0.289E+02  0.360E+02 -0.232E+02  0.261E+02 -0.175E+02  0.278E+02 -0.151E+02  0.297E+02
  1.821 -0.288E+02  0.360E+02 -0.230E+02  0.261E+02 -0.175E+02  0.278E+02 -0.151E+02  0.297E+02
  1.822 -0.286E+02  0.359E+02 -0.229E+02  0.261E+02 -0.175E+02  0.278E+02 -0.151E+02  0.297E+02
  1.823 -0.285E+02  0.359E+02 -0.228E+02  0.261E+02 -0.175E+02  0.278E+02 -0.151E+02  0.296E+02
  1.824 -0.283E+02  0.358E+02 -0.227E+02  0.261E+02 -0.174E+02  0.278E+02 -0.151E+02  0.296E+02
  1.825 -0.282E+02  0.358E+02 -0.226E+02  0.261E+02 -0.174E+02  0.278E+02 -0.150E+02  0.295E+02
  1.826 -0.280E+02  0.357E+02 -0.225E+02  0.261E+02 -0.174E+02  0.278E+02 -0.150E+02  0.295E+02
  1.827 -0.279E+02  0.357E+02 -0.223E+02  0.261E+02 -0.174E+02  0.278E+02 -0.150E+02  0.295E+02
  1.828 -0.277E+02  0.357E+02 -0.222E+02  0.261E+02 -0.173E+02  0.278E+02 -0.150E+02  0.294E+02
  1.829 -0.276E+02  0.356E+02 -0.221E+02  0.261E+02 -0.173E+02  0.278E+02 -0.150E+02  0.294E+02
  1.830 -0.274E+02  0.356E+02 -0.220E+02  0.261E+02 -0.173E+02  0.278E+02 -0.150E+02  0.293E+02
  1.831 -0.273E+02  0.355E+02 -0.219E+02  0.261E+02 -0.173E+02  0.278E+02 -0.150E+02  0.293E+02
  1.832 -0.272E+02  0.355E+02 -0.218E+02  0.261E+02 -0.172E+02  0.278E+02 -0.150E+02  0.293E+02
  1.833 -0.270E+02  0.354E+02 -0.217E+02  0.261E+02 -0.172E+02  0.278E+02 -0.150E+02  0.292E+02
  1.834 -0.269E+02  0.354E+02 -0.216E+02  0.260E+02 -0.172E+02  0.279E+02 -0.150E+02  0.292E+02
  1.835 -0.267E+02  0.353E+02 -0.215E+02  0.260E+02 -0.172E+02  0.279E+02 -0.150E+02  0.292E+02
  1.836 -0.266E+02  0.353E+02 -0.214E+02  0.260E+02 -0.171E+02  0.279E+02 -0.149E+02  0.291E+02
  1.837 -0.265E+02  0.352E+02 -0.213E+02  0.260E+02 -0.171E+02  0.279E+02 -0.149E+02  0.291E+02
  1.838 -0.264E+02  0.352E+02 -0.212E+02  0.260E+02 -0.171E+02  0.279E+02 -0.149E+02  0.291E+02
  1.839 -0.262E+02  0.352E+02 -0.211E+02  0.260E+02 -0.171E+02  0.279E+02 -0.149E+02  0.290E+02
  1.840 -0.261E+02  0.351E+02 -0.210E+02  0.260E+02 -0.170E+02  0.279E+02 -0.149E+02  0.290E+02
  1.841 -0.260E+02  0.351E+02 -0.209E+02  0.260E+02 -0.170E+02  0.279E+02 -0.149E+02  0.290E+02
  1.842 -0.258E+02  0.350E+02 -0.208E+02  0.260E+02 -0.170E+02  0.279E+02 -0.149E+02  0.289E+02
  1.843 -0.257E+02  0.350E+02 -0.207E+02  0.260E+02 -0.170E+02  0.279E+02 -0.149E+02  0.289E+02
  1.844 -0.256E+02  0.349E+02 -0.206E+02  0.260E+02 -0.169E+02  0.279E+02 -0.149E+02  0.289E+02
  1.845 -0.255E+02  0.349E+02 -0.205E+02  0.259E+02 -0.169E+02  0.279E+02 -0.149E+02  0.288E+02
  1.846 -0.254E+02  0.348E+02 -0.204E+02  0.259E+02 -0.169E+02  0.279E+02 -0.148E+02  0.288E+02
  1.847 -0.252E+02  0.348E+02 -0.203E+02  0.259E+02 -0.169E+02  0.279E+02 -0.148E+02  0.288E+02
  1.848 -0.251E+02  0.347E+02 -0.202E+02  0.259E+02 -0.168E+02  0.279E+02 -0.148E+02  0.287E+02
  1.849 -0.250E+02  0.347E+02 -0.201E+02  0.259E+02 -0.168E+02  0.279E+02 -0.148E+02  0.287E+02
  1.850 -0.249E+02  0.347E+02 -0.200E+02  0.259E+02 -0.168E+02  0.279E+02 -0.148E+02  0.287E+02
  1.851 -0.248E+02  0.346E+02 -0.199E+02  0.259E+02 -0.168E+02  0.279E+02 -0.148E+02  0.286E+02
  1.852 -0.247E+02  0.346E+02 -0.198E+02  0.259E+02 -0.167E+02  0.279E+02 -0.148E+02  0.286E+02
  1.853 -0.246E+02  0.345E+02 -0.197E+02  0.258E+02 -0.167E+02  0.279E+02 -0.148E+02  0.286E+02
  1.854 -0.244E+02  0.345E+02 -0.196E+02  0.258E+02 -0.167E+02  0.279E+02 -0.148E+02  0.286E+02
  1.855 -0.243E+02  0.344E+02 -0.195E+02  0.258E+02 -0.167E+02  0.279E+02 -0.147E+02  0.285E+02
  1.856 -0.242E+02  0.344E+02 -0.194E+02  0.258E+02 -0.166E+02  0.279E+02 -0.147E+02  0.285E+02
  1.857 -0.241E+02  0.343E+02 -0.193E+02  0.258E+02 -0.166E+02  0.279E+02 -0.147E+02  0.285E+02
  1.858 -0.240E+02  0.343E+02 -0.192E+02  0.258E+02 -0.166E+02  0.279E+02 -0.147E+02  0.284E+02
  1.859 -0.239E+02  0.343E+02 -0.191E+02  0.258E+02 -0.166E+02  0.279E+02 -0.147E+02  0.284E+02
  1.860 -0.238E+02  0.342E+02 -0.191E+02  0.258E+02 -0.165E+02  0.279E+02 -0.147E+02  0.284E+02
  1.861 -0.237E+02  0.342E+02 -0.190E+02  0.257E+02 -0.165E+02  0.279E+02 -0.147E+02  0.284E+02
  1.862 -0.236E+02  0.341E+02 -0.189E+02  0.257E+02 -0.165E+02  0.279E+02 -0.147E+02  0.283E+02
  1.863 -0.235E+02  0.341E+02 -0.188E+02  0.257E+02 -0.165E+02  0.279E+02 -0.146E+02  0.283E+02
  1.864 -0.234E+02  0.340E+02 -0.187E+02  0.257E+02 -0.164E+02  0.279E+02 -0.146E+02  0.283E+02
  1.865 -0.233E+02  0.340E+02 -0.186E+02  0.257E+02 -0.164E+02  0.280E+02 -0.146E+02  0.283E+02
  1.866 -0.232E+02  0.339E+02 -0.185E+02  0.257E+02 -0.164E+02  0.280E+02 -0.146E+02  0.282E+02
  1.867 -0.231E+02  0.339E+02 -0.184E+02  0.257E+02 -0.164E+02  0.280E+02 -0.146E+02  0.282E+02
  1.868 -0.230E+02  0.339E+02 -0.184E+02  0.256E+02 -0.163E+02  0.280E+02 -0.146E+02  0.282E+02
  1.869 -0.229E+02  0.338E+02 -0.183E+02  0.256E+02 -0.163E+02  0.280E+02 -0.146E+02  0.282E+02
  1.870 -0.228E+02  0.338E+02 -0.182E+02  0.256E+02 -0.163E+02  0.280E+02 -0.146E+02  0.281E+02
  1.871 -0.227E+02  0.337E+02 -0.181E+02  0.256E+02 -0.163E+02  0.280E+02 -0.146E+02  0.281E+02
  1.872 -0.226E+02  0.337E+02 -0.180E+02  0.256E+02 -0.162E+02  0.280E+02 -0.145E+02  0.281E+02
  1.873 -0.225E+02  0.336E+02 -0.179E+02  0.256E+02 -0.162E+02  0.280E+02 -0.145E+02  0.281E+02
  1.874 -0.224E+02  0.336E+02 -0.179E+02  0.256E+02 -0.162E+02  0.280E+02 -0.145E+02  0.280E+02
  1.875 -0.223E+02  0.335E+02 -0.178E+02  0.255E+02 -0.162E+02  0.280E+02 -0.145E+02  0.280E+02
  1.876 -0.222E+02  0.335E+02 -0.177E+02  0.255E+02 -0.161E+02  0.280E+02 -0.145E+02  0.280E+02
  1.877 -0.222E+02  0.335E+02 -0.176E+02  0.255E+02 -0.161E+02  0.280E+02 -0.145E+02  0.280E+02
  1.878 -0.221E+02  0.334E+02 -0.175E+02  0.255E+02 -0.161E+02  0.280E+02 -0.145E+02  0.279E+02
  1.879 -0.220E+02  0.334E+02 -0.175E+02  0.255E+02 -0.161E+02  0.280E+02 -0.145E+02  0.279E+02
  1.880 -0.219E+02  0.333E+02 -0.174E+02  0.255E+02 -0.160E+02  0.280E+02 -0.144E+02  0.279E+02
  1.881 -0.218E+02  0.333E+02 -0.173E+02  0.254E+02 -0.160E+02  0.280E+02 -0.144E+02  0.279E+02
  1.882 -0.217E+02  0.332E+02 -0.172E+02  0.254E+02 -0.160E+02  0.280E+02 -0.144E+02  0.278E+02
  1.883 -0.216E+02  0.332E+02 -0.172E+02  0.254E+02 -0.160E+02  0.280E+02 -0.144E+02  0.278E+02
  1.884 -0.215E+02  0.332E+02 -0.171E+02  0.254E+02 -0.159E+02  0.280E+02 -0.144E+02  0.278E+02
  1.885 -0.215E+02  0.331E+02 -0.170E+02  0.254E+02 -0.159E+02  0.280E+02 -0.144E+02  0.278E+02
  1.886 -0.214E+02  0.331E+02 -0.169E+02  0.254E+02 -0.159E+02  0.280E+02 -0.144E+02  0.278E+02
  1.887 -0.213E+02  0.330E+02 -0.168E+02  0.254E+02 -0.159E+02  0.280E+02 -0.143E+02  0.277E+02
  1.888 -0.212E+02  0.330E+02 -0.168E+02  0.253E+02 -0.158E+02  0.280E+02 -0.143E+02  0.277E+02
  1.889 -0.211E+02  0.329E+02 -0.167E+02  0.253E+02 -0.158E+02  0.280E+02 -0.143E+02  0.277E+02
  1.890 -0.210E+02  0.329E+02 -0.166E+02  0.253E+02 -0.158E+02  0.280E+02 -0.143E+02  0.277E+02
  1.891 -0.210E+02  0.329E+02 -0.165E+02  0.253E+02 -0.158E+02  0.280E+02 -0.143E+02  0.277E+02
  1.892 -0.209E+02  0.328E+02 -0.165E+02  0.253E+02 -0.157E+02  0.280E+02 -0.143E+02  0.276E+02
  1.893 -0.208E+02  0.328E+02 -0.164E+02  0.253E+02 -0.157E+02  0.281E+02 -0.143E+02  0.276E+02
  1.894 -0.207E+02  0.327E+02 -0.163E+02  0.252E+02 -0.157E+02  0.281E+02 -0.143E+02  0.276E+02
  1.895 -0.206E+02  0.327E+02 -0.163E+02  0.252E+02 -0.157E+02  0.281E+02 -0.142E+02  0.276E+02
  1.896 -0.206E+02  0.327E+02 -0.162E+02  0.252E+02 -0.156E+02  0.281E+02 -0.142E+02  0.276E+02
  1.897 -0.205E+02  0.326E+02 -0.161E+02  0.252E+02 -0.156E+02  0.281E+02 -0.142E+02  0.275E+02
  1.898 -0.204E+02  0.326E+02 -0.160E+02  0.252E+02 -0.156E+02  0.281E+02 -0.142E+02  0.275E+02
  1.899 -0.203E+02  0.325E+02 -0.160E+02  0.252E+02 -0.156E+02  0.281E+02 -0.142E+02  0.275E+02
  1.900 -0.203E+02  0.325E+02 -0.159E+02  0.251E+02 -0.155E+02  0.281E+02 -0.142E+02  0.275E+02
  1.901 -0.202E+02  0.325E+02 -0.158E+02  0.251E+02 -0.155E+02  0.281E+02 -0.142E+02  0.275E+02
  1.902 -0.201E+02  0.324E+02 -0.158E+02  0.251E+02 -0.155E+02  0.281E+02 -0.141E+02  0.274E+02
  1.903 -0.200E+02  0.324E+02 -0.157E+02  0.251E+02 -0.155E+02  0.281E+02 -0.141E+02  0.274E+02
  1.904 -0.200E+02  0.323E+02 -0.156E+02  0.251E+02 -0.154E+02  0.281E+02 -0.141E+02  0.274E+02
  1.905 -0.199E+02  0.323E+02 -0.156E+02  0.251E+02 -0.154E+02  0.281E+02 -0.141E+02  0.274E+02
  1.906 -0.198E+02  0.323E+02 -0.155E+02  0.250E+02 -0.154E+02  0.281E+02 -0.141E+02  0.274E+02
  1.907 -0.197E+02  0.322E+02 -0.154E+02  0.250E+02 -0.154E+02  0.281E+02 -0.141E+02  0.274E+02
  1.908 -0.197E+02  0.322E+02 -0.153E+02  0.250E+02 -0.153E+02  0.281E+02 -0.141E+02  0.273E+02
