    12.5022    4.1380    2.6932    0.1373   -0.0784    1.0649   -5.4773    6.3983                                                   
    12.4781    4.1343    2.7266    0.1359   -0.0767    1.0674   -5.4413    6.4373                                                   
    12.4539    4.1305    2.7602    0.1345   -0.0749    1.0699   -5.4057    6.4764                                                   
    12.4297    4.1267    2.7938    0.1331   -0.0732    1.0724   -5.3706    6.5155                                                   
    12.4055    4.1230    2.8275    0.1318   -0.0715    1.0749   -5.3359    6.5547                                                   
    12.3812    4.1192    2.8613    0.1304   -0.0698    1.0774   -5.3017    6.5939                                                   
    12.3570    4.1154    2.8952    0.1291   -0.0681    1.0799   -5.2679    6.6332                                                   
    12.3327    4.1116    2.9292    0.1278   -0.0664    1.0823   -5.2344    6.6725                                                   
    12.3084    4.1077    2.9633    0.1265   -0.0647    1.0848   -5.2014    6.7119                                                   
    12.2841    4.1039    2.9975    0.1252   -0.0631    1.0872   -5.1688    6.7513                                                   
    12.2597    4.1001    3.0317    0.1240   -0.0614    1.0896   -5.1365    6.7908                                                   
    12.2354    4.0963    3.0661    0.1227   -0.0598    1.0920   -5.1046    6.8303                                                   
    12.2110    4.0924    3.1005    0.1215   -0.0581    1.0944   -5.0731    6.8698                                                   
    12.1867    4.0886    3.1351    0.1203   -0.0565    1.0967   -5.0420    6.9095                                                   
    12.1623    4.0848    3.1697    0.1191   -0.0549    1.0991   -5.0111    6.9491                                                   
    12.1379    4.0809    3.2044    0.1180   -0.0533    1.1015   -4.9807    6.9888                                                   
    12.1135    4.0771    3.2393    0.1168   -0.0517    1.1038   -4.9506    7.0286                                                   
    12.0892    4.0732    3.2742    0.1157   -0.0501    1.1061   -4.9208    7.0684                                                   
    12.0648    4.0693    3.3092    0.1145   -0.0485    1.1084   -4.8913    7.1083                                                   
    12.0404    4.0655    3.3443    0.1134   -0.0469    1.1107   -4.8621    7.1482                                                   
    12.0160    4.0616    3.3795    0.1124   -0.0453    1.1130   -4.8333    7.1882                                                   
    11.9917    4.0577    3.4148    0.1113   -0.0437    1.1153   -4.8048    7.2282                                                   
    11.9673    4.0539    3.4502    0.1102   -0.0422    1.1176   -4.7765    7.2682                                                   
    11.9429    4.0500    3.4857    0.1092   -0.0406    1.1198   -4.7486    7.3083                                                   
    11.9186    4.0461    3.5212    0.1081   -0.0391    1.1221   -4.7210    7.3485                                                   
    11.8943    4.0422    3.5569    0.1071   -0.0376    1.1243   -4.6936    7.3887                                                   
    11.8699    4.0383    3.5927    0.1061   -0.0360    1.1265   -4.6665    7.4290                                                   
    11.8456    4.0345    3.6286    0.1051   -0.0345    1.1287   -4.6397    7.4693                                                   
    11.8213    4.0306    3.6646    0.1041   -0.0330    1.1309   -4.6131    7.5096                                                   
    11.7971    4.0267    3.7007    0.1032   -0.0315    1.1331   -4.5869    7.5500                                                   
    11.7728    4.0228    3.7369    0.1022   -0.0300    1.1353   -4.5608    7.5905                                                   
    11.7485    4.0189    3.7732    0.1013   -0.0285    1.1375   -4.5351    7.6310                                                   
    11.7243    4.0150    3.8097    0.1003   -0.0270    1.1396   -4.5095    7.6716                                                   
    11.7001    4.0111    3.8462    0.0994   -0.0255    1.1418   -4.4843    7.7122                                                   
    11.6759    4.0072    3.8828    0.0985   -0.0241    1.1439   -4.4592    7.7528                                                   
    11.6517    4.0033    3.9196    0.0976   -0.0226    1.1460   -4.4344    7.7935                                                   
    11.6276    3.9995    3.9564    0.0967   -0.0212    1.1481   -4.4099    7.8343                                                   
    11.6035    3.9956    3.9934    0.0959   -0.0197    1.1503   -4.3855    7.8751                                                   
    11.5794    3.9917    4.0305    0.0950   -0.0183    1.1524   -4.3614    7.9159                                                   
    11.5553    3.9878    4.0676    0.0942   -0.0168    1.1544   -4.3375    7.9568                                                   
    11.5313    3.9839    4.1050    0.0933   -0.0154    1.1565   -4.3138    7.9978                                                   
    11.5072    3.9800    4.1424    0.0925   -0.0140    1.1586   -4.2903    8.0388                                                   
    11.4832    3.9761    4.1799    0.0917   -0.0126    1.1606   -4.2671    8.0798                                                   
    11.4593    3.9722    4.2176    0.0909   -0.0111    1.1627   -4.2440    8.1209                                                   
    11.4353    3.9683    4.2554    0.0901   -0.0097    1.1647   -4.2212    8.1621                                                   
